"id","aluno","materia","professor","data","dificuldade","nota","status"
1158,"Aluno 232","Matéria 9","Professor 4","2025-03-13","Fácil","17.42","Reprovado"
1159,"Aluno 232","Matéria 2","Professor 9","2025-03-13","Difícil","5.77","Reprovado"
1160,"Aluno 232","Matéria 10","Professor 4","2025-03-13","Fácil","57.25","Reprovado"
1161,"Aluno 233","Matéria 8","Professor 5","2025-03-13","Difícil","0.57","Reprovado"
1162,"Aluno 233","Matéria 3","Professor 1","2025-03-13","Médio","51.78","Reprovado"
1163,"Aluno 233","Matéria 9","Professor 3","2025-03-13","Fácil","62.43","Reprovado"
1164,"Aluno 233","Matéria 6","Professor 6","2025-03-13","Difícil","22.12","Reprovado"
1165,"Aluno 233","Matéria 8","Professor 8","2025-03-13","Fácil","84.85","Aprovado"
1166,"Aluno 234","Matéria 6","Professor 9","2025-03-13","Fácil","4.40","Reprovado"
1167,"Aluno 234","Matéria 4","Professor 10","2025-03-13","Fácil","62.89","Reprovado"
1168,"Aluno 234","Matéria 2","Professor 4","2025-03-13","Médio","8.54","Reprovado"
1169,"Aluno 234","Matéria 7","Professor 6","2025-03-13","Fácil","5.74","Reprovado"
1170,"Aluno 234","Matéria 8","Professor 10","2025-03-13","Fácil","61.33","Reprovado"
1171,"Aluno 235","Matéria 2","Professor 9","2025-03-13","Difícil","9.80","Reprovado"
1172,"Aluno 235","Matéria 1","Professor 8","2025-03-13","Difícil","48.56","Reprovado"
1173,"Aluno 235","Matéria 3","Professor 3","2025-03-13","Difícil","64.30","Reprovado"
1174,"Aluno 235","Matéria 3","Professor 7","2025-03-13","Médio","12.20","Reprovado"
1175,"Aluno 235","Matéria 2","Professor 2","2025-03-13","Médio","80.76","Aprovado"
1176,"Aluno 236","Matéria 4","Professor 1","2025-03-13","Difícil","25.30","Reprovado"
1177,"Aluno 236","Matéria 5","Professor 8","2025-03-13","Fácil","57.32","Reprovado"
1178,"Aluno 236","Matéria 7","Professor 6","2025-03-13","Fácil","28.59","Reprovado"
1179,"Aluno 236","Matéria 8","Professor 1","2025-03-13","Médio","25.87","Reprovado"
1180,"Aluno 236","Matéria 3","Professor 1","2025-03-13","Médio","58.67","Reprovado"
1181,"Aluno 237","Matéria 5","Professor 10","2025-03-13","Médio","73.53","Aprovado"
1182,"Aluno 237","Matéria 2","Professor 9","2025-03-13","Médio","82.40","Aprovado"
1183,"Aluno 237","Matéria 10","Professor 10","2025-03-13","Difícil","0.44","Reprovado"
1184,"Aluno 237","Matéria 4","Professor 4","2025-03-13","Médio","97.28","Aprovado"
1185,"Aluno 237","Matéria 10","Professor 7","2025-03-13","Médio","48.72","Reprovado"
1186,"Aluno 238","Matéria 7","Professor 9","2025-03-13","Fácil","56.71","Reprovado"
1187,"Aluno 238","Matéria 6","Professor 5","2025-03-13","Fácil","93.88","Aprovado"
1188,"Aluno 238","Matéria 10","Professor 7","2025-03-13","Médio","64.79","Reprovado"
1189,"Aluno 238","Matéria 1","Professor 3","2025-03-13","Difícil","45.72","Reprovado"
1190,"Aluno 238","Matéria 5","Professor 3","2025-03-13","Difícil","89.68","Aprovado"
1191,"Aluno 239","Matéria 4","Professor 4","2025-03-13","Difícil","44.37","Reprovado"
1192,"Aluno 239","Matéria 4","Professor 4","2025-03-13","Médio","62.69","Reprovado"
1193,"Aluno 239","Matéria 5","Professor 4","2025-03-13","Difícil","34.64","Reprovado"
1194,"Aluno 239","Matéria 1","Professor 8","2025-03-13","Difícil","53.21","Reprovado"
1195,"Aluno 239","Matéria 8","Professor 4","2025-03-13","Difícil","75.60","Aprovado"
1196,"Aluno 240","Matéria 5","Professor 4","2025-03-13","Médio","22.24","Reprovado"
1197,"Aluno 240","Matéria 5","Professor 10","2025-03-13","Difícil","27.71","Reprovado"
1198,"Aluno 240","Matéria 1","Professor 6","2025-03-13","Fácil","14.10","Reprovado"
1199,"Aluno 240","Matéria 4","Professor 10","2025-03-13","Fácil","30.22","Reprovado"
1200,"Aluno 240","Matéria 10","Professor 7","2025-03-13","Médio","4.47","Reprovado"
1201,"Aluno 241","Matéria 8","Professor 9","2025-03-13","Difícil","84.87","Aprovado"
1202,"Aluno 241","Matéria 2","Professor 4","2025-03-13","Fácil","6.52","Reprovado"
1203,"Aluno 241","Matéria 4","Professor 10","2025-03-13","Fácil","35.90","Reprovado"
1204,"Aluno 241","Matéria 7","Professor 9","2025-03-13","Médio","22.27","Reprovado"
1205,"Aluno 241","Matéria 1","Professor 3","2025-03-13","Fácil","52.46","Reprovado"
1206,"Aluno 242","Matéria 8","Professor 6","2025-03-13","Fácil","51.78","Reprovado"
1207,"Aluno 242","Matéria 10","Professor 3","2025-03-13","Médio","93.31","Aprovado"
1208,"Aluno 242","Matéria 7","Professor 5","2025-03-13","Difícil","2.96","Reprovado"
1209,"Aluno 242","Matéria 9","Professor 7","2025-03-13","Fácil","91.00","Aprovado"
1210,"Aluno 242","Matéria 4","Professor 7","2025-03-13","Difícil","86.61","Aprovado"
1211,"Aluno 243","Matéria 10","Professor 5","2025-03-13","Médio","91.45","Aprovado"
1212,"Aluno 243","Matéria 5","Professor 10","2025-03-13","Médio","26.61","Reprovado"
1213,"Aluno 243","Matéria 3","Professor 10","2025-03-13","Difícil","21.97","Reprovado"
1214,"Aluno 243","Matéria 7","Professor 2","2025-03-13","Fácil","12.68","Reprovado"
1215,"Aluno 243","Matéria 9","Professor 2","2025-03-13","Médio","32.88","Reprovado"
1216,"Aluno 244","Matéria 7","Professor 6","2025-03-13","Fácil","15.72","Reprovado"
1217,"Aluno 244","Matéria 10","Professor 5","2025-03-13","Fácil","51.79","Reprovado"
1218,"Aluno 244","Matéria 3","Professor 10","2025-03-13","Médio","88.95","Aprovado"
1219,"Aluno 244","Matéria 8","Professor 4","2025-03-13","Difícil","89.73","Aprovado"
1220,"Aluno 244","Matéria 8","Professor 7","2025-03-13","Fácil","36.96","Reprovado"
1221,"Aluno 245","Matéria 2","Professor 9","2025-03-13","Fácil","34.48","Reprovado"
1222,"Aluno 245","Matéria 6","Professor 1","2025-03-13","Fácil","15.69","Reprovado"
1223,"Aluno 245","Matéria 4","Professor 8","2025-03-13","Difícil","11.59","Reprovado"
1224,"Aluno 245","Matéria 5","Professor 7","2025-03-13","Médio","79.57","Aprovado"
1225,"Aluno 245","Matéria 2","Professor 10","2025-03-13","Difícil","32.87","Reprovado"
1226,"Aluno 246","Matéria 2","Professor 8","2025-03-13","Difícil","24.93","Reprovado"
1227,"Aluno 246","Matéria 6","Professor 3","2025-03-13","Fácil","1.13","Reprovado"
1228,"Aluno 246","Matéria 3","Professor 4","2025-03-13","Fácil","21.96","Reprovado"
1229,"Aluno 246","Matéria 1","Professor 10","2025-03-13","Difícil","30.83","Reprovado"
1230,"Aluno 246","Matéria 3","Professor 8","2025-03-13","Médio","89.47","Aprovado"
1231,"Aluno 247","Matéria 10","Professor 9","2025-03-13","Fácil","0.67","Reprovado"
1232,"Aluno 247","Matéria 1","Professor 3","2025-03-13","Difícil","25.22","Reprovado"
1233,"Aluno 247","Matéria 5","Professor 7","2025-03-13","Fácil","64.03","Reprovado"
1234,"Aluno 247","Matéria 9","Professor 1","2025-03-13","Fácil","50.90","Reprovado"
1235,"Aluno 247","Matéria 6","Professor 2","2025-03-13","Fácil","20.03","Reprovado"
1236,"Aluno 248","Matéria 1","Professor 2","2025-03-13","Difícil","12.99","Reprovado"
1237,"Aluno 248","Matéria 10","Professor 3","2025-03-13","Fácil","62.48","Reprovado"
1238,"Aluno 248","Matéria 1","Professor 3","2025-03-13","Difícil","96.91","Aprovado"
1239,"Aluno 248","Matéria 7","Professor 3","2025-03-13","Fácil","81.65","Aprovado"
1240,"Aluno 248","Matéria 5","Professor 6","2025-03-13","Difícil","19.06","Reprovado"
1241,"Aluno 249","Matéria 9","Professor 10","2025-03-13","Médio","92.47","Aprovado"
1242,"Aluno 249","Matéria 5","Professor 10","2025-03-13","Fácil","10.73","Reprovado"
1243,"Aluno 249","Matéria 10","Professor 2","2025-03-13","Difícil","87.84","Aprovado"
1244,"Aluno 249","Matéria 9","Professor 8","2025-03-13","Médio","13.77","Reprovado"
1245,"Aluno 249","Matéria 2","Professor 2","2025-03-13","Fácil","55.83","Reprovado"
1246,"Aluno 250","Matéria 5","Professor 2","2025-03-13","Fácil","2.04","Reprovado"
1247,"Aluno 250","Matéria 6","Professor 8","2025-03-13","Fácil","96.39","Aprovado"
1248,"Aluno 250","Matéria 8","Professor 10","2025-03-13","Difícil","5.38","Reprovado"
1249,"Aluno 250","Matéria 9","Professor 2","2025-03-13","Médio","34.40","Reprovado"
1250,"Aluno 250","Matéria 3","Professor 8","2025-03-13","Difícil","96.10","Aprovado"
1251,"Aluno 251","Matéria 5","Professor 4","2025-03-13","Difícil","68.78","Reprovado"
1252,"Aluno 251","Matéria 1","Professor 7","2025-03-13","Fácil","26.27","Reprovado"
1253,"Aluno 251","Matéria 6","Professor 3","2025-03-13","Difícil","14.17","Reprovado"
1254,"Aluno 251","Matéria 7","Professor 7","2025-03-13","Difícil","40.53","Reprovado"
1255,"Aluno 251","Matéria 3","Professor 4","2025-03-13","Difícil","5.48","Reprovado"
1256,"Aluno 252","Matéria 7","Professor 1","2025-03-13","Médio","87.82","Aprovado"
1257,"Aluno 252","Matéria 5","Professor 5","2025-03-13","Fácil","50.29","Reprovado"
1258,"Aluno 252","Matéria 9","Professor 2","2025-03-13","Fácil","80.49","Aprovado"
1259,"Aluno 252","Matéria 2","Professor 9","2025-03-13","Difícil","63.81","Reprovado"
1260,"Aluno 252","Matéria 6","Professor 10","2025-03-13","Difícil","2.94","Reprovado"
1261,"Aluno 253","Matéria 5","Professor 6","2025-03-13","Médio","81.82","Aprovado"
1262,"Aluno 253","Matéria 1","Professor 8","2025-03-13","Médio","30.74","Reprovado"
1263,"Aluno 253","Matéria 4","Professor 7","2025-03-13","Difícil","41.15","Reprovado"
1264,"Aluno 253","Matéria 1","Professor 9","2025-03-13","Fácil","88.00","Aprovado"
1265,"Aluno 253","Matéria 10","Professor 10","2025-03-13","Difícil","18.09","Reprovado"
1266,"Aluno 254","Matéria 6","Professor 6","2025-03-13","Fácil","48.93","Reprovado"
1267,"Aluno 254","Matéria 2","Professor 2","2025-03-13","Fácil","24.36","Reprovado"
1268,"Aluno 254","Matéria 6","Professor 2","2025-03-13","Fácil","65.98","Reprovado"
1269,"Aluno 254","Matéria 10","Professor 2","2025-03-13","Médio","12.93","Reprovado"
1270,"Aluno 254","Matéria 3","Professor 5","2025-03-13","Fácil","93.62","Aprovado"
1271,"Aluno 255","Matéria 2","Professor 3","2025-03-13","Fácil","79.81","Aprovado"
1272,"Aluno 255","Matéria 8","Professor 3","2025-03-13","Médio","26.90","Reprovado"
1273,"Aluno 255","Matéria 9","Professor 4","2025-03-13","Fácil","26.52","Reprovado"
1274,"Aluno 255","Matéria 7","Professor 1","2025-03-13","Médio","97.46","Aprovado"
1275,"Aluno 255","Matéria 3","Professor 6","2025-03-13","Fácil","3.60","Reprovado"
1276,"Aluno 256","Matéria 5","Professor 8","2025-03-13","Fácil","65.06","Reprovado"
1277,"Aluno 256","Matéria 5","Professor 4","2025-03-13","Difícil","32.16","Reprovado"
1278,"Aluno 256","Matéria 4","Professor 5","2025-03-13","Difícil","69.47","Reprovado"
1279,"Aluno 256","Matéria 8","Professor 7","2025-03-13","Fácil","20.79","Reprovado"
1280,"Aluno 256","Matéria 3","Professor 8","2025-03-13","Difícil","92.33","Aprovado"
1281,"Aluno 257","Matéria 1","Professor 6","2025-03-13","Difícil","33.12","Reprovado"
1282,"Aluno 257","Matéria 6","Professor 7","2025-03-13","Médio","81.09","Aprovado"
1283,"Aluno 257","Matéria 6","Professor 2","2025-03-13","Difícil","88.92","Aprovado"
1284,"Aluno 257","Matéria 10","Professor 1","2025-03-13","Difícil","44.74","Reprovado"
1285,"Aluno 257","Matéria 8","Professor 3","2025-03-13","Fácil","74.37","Aprovado"
1286,"Aluno 258","Matéria 7","Professor 3","2025-03-13","Fácil","0.25","Reprovado"
1287,"Aluno 258","Matéria 9","Professor 2","2025-03-13","Fácil","57.48","Reprovado"
1288,"Aluno 258","Matéria 8","Professor 3","2025-03-13","Fácil","31.39","Reprovado"
1289,"Aluno 258","Matéria 5","Professor 3","2025-03-13","Médio","60.60","Reprovado"
1290,"Aluno 258","Matéria 9","Professor 10","2025-03-13","Fácil","29.23","Reprovado"
1291,"Aluno 259","Matéria 6","Professor 4","2025-03-13","Médio","43.55","Reprovado"
1292,"Aluno 259","Matéria 9","Professor 9","2025-03-13","Fácil","85.01","Aprovado"
1293,"Aluno 259","Matéria 1","Professor 8","2025-03-13","Difícil","62.41","Reprovado"
1294,"Aluno 259","Matéria 8","Professor 2","2025-03-13","Difícil","19.92","Reprovado"
1295,"Aluno 259","Matéria 4","Professor 7","2025-03-13","Médio","27.99","Reprovado"
1296,"Aluno 260","Matéria 9","Professor 4","2025-03-13","Médio","96.81","Aprovado"
1297,"Aluno 260","Matéria 10","Professor 5","2025-03-13","Fácil","77.12","Aprovado"
1298,"Aluno 260","Matéria 8","Professor 9","2025-03-13","Difícil","66.55","Reprovado"
1299,"Aluno 260","Matéria 4","Professor 8","2025-03-13","Difícil","28.82","Reprovado"
1300,"Aluno 260","Matéria 6","Professor 9","2025-03-13","Médio","51.53","Reprovado"
1301,"Aluno 261","Matéria 1","Professor 9","2025-03-13","Fácil","75.20","Aprovado"
1302,"Aluno 261","Matéria 5","Professor 8","2025-03-13","Fácil","93.15","Aprovado"
1303,"Aluno 261","Matéria 2","Professor 10","2025-03-13","Fácil","13.42","Reprovado"
1304,"Aluno 261","Matéria 9","Professor 9","2025-03-13","Médio","41.12","Reprovado"
1305,"Aluno 261","Matéria 3","Professor 6","2025-03-13","Fácil","16.25","Reprovado"
1306,"Aluno 262","Matéria 9","Professor 8","2025-03-13","Fácil","92.88","Aprovado"
1307,"Aluno 262","Matéria 9","Professor 4","2025-03-13","Fácil","78.16","Aprovado"
1308,"Aluno 262","Matéria 4","Professor 9","2025-03-13","Difícil","37.98","Reprovado"
1309,"Aluno 262","Matéria 9","Professor 1","2025-03-13","Médio","11.48","Reprovado"
1310,"Aluno 262","Matéria 1","Professor 2","2025-03-13","Difícil","93.45","Aprovado"
1311,"Aluno 263","Matéria 7","Professor 10","2025-03-13","Médio","62.71","Reprovado"
1312,"Aluno 263","Matéria 3","Professor 5","2025-03-13","Difícil","48.49","Reprovado"
1313,"Aluno 263","Matéria 9","Professor 7","2025-03-13","Difícil","65.09","Reprovado"
1314,"Aluno 263","Matéria 4","Professor 1","2025-03-13","Médio","20.64","Reprovado"
1315,"Aluno 263","Matéria 3","Professor 4","2025-03-13","Difícil","11.92","Reprovado"
1316,"Aluno 264","Matéria 4","Professor 7","2025-03-13","Difícil","97.15","Aprovado"
1317,"Aluno 264","Matéria 5","Professor 5","2025-03-13","Médio","41.38","Reprovado"
1318,"Aluno 264","Matéria 8","Professor 7","2025-03-13","Difícil","21.08","Reprovado"
1319,"Aluno 264","Matéria 8","Professor 6","2025-03-13","Fácil","76.30","Aprovado"
1320,"Aluno 264","Matéria 2","Professor 8","2025-03-13","Fácil","35.30","Reprovado"
1321,"Aluno 265","Matéria 9","Professor 1","2025-03-13","Médio","35.81","Reprovado"
1322,"Aluno 265","Matéria 5","Professor 4","2025-03-13","Médio","1.54","Reprovado"
1323,"Aluno 265","Matéria 7","Professor 1","2025-03-13","Médio","86.13","Aprovado"
1324,"Aluno 265","Matéria 7","Professor 3","2025-03-13","Fácil","53.84","Reprovado"
1325,"Aluno 265","Matéria 6","Professor 3","2025-03-13","Médio","94.81","Aprovado"
1326,"Aluno 266","Matéria 6","Professor 5","2025-03-13","Médio","85.96","Aprovado"
1327,"Aluno 266","Matéria 3","Professor 7","2025-03-13","Médio","81.78","Aprovado"
1328,"Aluno 266","Matéria 10","Professor 3","2025-03-13","Fácil","57.54","Reprovado"
1329,"Aluno 266","Matéria 5","Professor 9","2025-03-13","Médio","78.99","Aprovado"
1330,"Aluno 266","Matéria 3","Professor 3","2025-03-13","Fácil","23.93","Reprovado"
1331,"Aluno 267","Matéria 3","Professor 8","2025-03-13","Fácil","75.79","Aprovado"
1332,"Aluno 267","Matéria 10","Professor 4","2025-03-13","Fácil","37.71","Reprovado"
1333,"Aluno 267","Matéria 6","Professor 5","2025-03-13","Difícil","98.89","Aprovado"
1334,"Aluno 267","Matéria 8","Professor 1","2025-03-13","Fácil","81.52","Aprovado"
1335,"Aluno 267","Matéria 2","Professor 6","2025-03-13","Fácil","57.55","Reprovado"
1336,"Aluno 268","Matéria 2","Professor 4","2025-03-13","Fácil","87.89","Aprovado"
1337,"Aluno 268","Matéria 10","Professor 7","2025-03-13","Difícil","85.83","Aprovado"
1338,"Aluno 268","Matéria 10","Professor 4","2025-03-13","Fácil","10.11","Reprovado"
1339,"Aluno 268","Matéria 7","Professor 7","2025-03-13","Fácil","8.38","Reprovado"
1340,"Aluno 268","Matéria 1","Professor 7","2025-03-13","Difícil","80.36","Aprovado"
1341,"Aluno 269","Matéria 7","Professor 3","2025-03-13","Médio","46.99","Reprovado"
1342,"Aluno 269","Matéria 6","Professor 7","2025-03-13","Difícil","94.35","Aprovado"
1343,"Aluno 269","Matéria 6","Professor 8","2025-03-13","Médio","19.38","Reprovado"
1344,"Aluno 269","Matéria 7","Professor 10","2025-03-13","Difícil","33.21","Reprovado"
1345,"Aluno 269","Matéria 8","Professor 9","2025-03-13","Fácil","82.12","Aprovado"
1346,"Aluno 270","Matéria 6","Professor 9","2025-03-13","Médio","88.56","Aprovado"
1347,"Aluno 270","Matéria 5","Professor 9","2025-03-13","Fácil","70.45","Aprovado"
1348,"Aluno 270","Matéria 9","Professor 4","2025-03-13","Médio","84.74","Aprovado"
1349,"Aluno 270","Matéria 3","Professor 5","2025-03-13","Médio","8.20","Reprovado"
1350,"Aluno 270","Matéria 3","Professor 1","2025-03-13","Difícil","18.83","Reprovado"
1351,"Aluno 271","Matéria 1","Professor 10","2025-03-13","Difícil","79.40","Aprovado"
1352,"Aluno 271","Matéria 6","Professor 8","2025-03-13","Médio","48.38","Reprovado"
1353,"Aluno 271","Matéria 5","Professor 10","2025-03-13","Difícil","30.45","Reprovado"
1354,"Aluno 271","Matéria 10","Professor 4","2025-03-13","Fácil","24.47","Reprovado"
1355,"Aluno 271","Matéria 8","Professor 6","2025-03-13","Fácil","64.93","Reprovado"
1356,"Aluno 272","Matéria 6","Professor 9","2025-03-13","Médio","69.60","Reprovado"
1357,"Aluno 272","Matéria 5","Professor 1","2025-03-13","Difícil","30.42","Reprovado"
1358,"Aluno 272","Matéria 7","Professor 3","2025-03-13","Fácil","95.36","Aprovado"
1359,"Aluno 272","Matéria 4","Professor 10","2025-03-13","Fácil","69.82","Reprovado"
1360,"Aluno 272","Matéria 8","Professor 10","2025-03-13","Difícil","31.57","Reprovado"
1361,"Aluno 273","Matéria 8","Professor 3","2025-03-13","Difícil","17.05","Reprovado"
1362,"Aluno 273","Matéria 6","Professor 6","2025-03-13","Médio","56.76","Reprovado"
1363,"Aluno 273","Matéria 5","Professor 2","2025-03-13","Difícil","90.50","Aprovado"
1364,"Aluno 273","Matéria 5","Professor 7","2025-03-13","Fácil","51.97","Reprovado"
1365,"Aluno 273","Matéria 6","Professor 4","2025-03-13","Médio","52.48","Reprovado"
1366,"Aluno 274","Matéria 7","Professor 2","2025-03-13","Difícil","41.67","Reprovado"
1367,"Aluno 274","Matéria 10","Professor 10","2025-03-13","Difícil","31.41","Reprovado"
1368,"Aluno 274","Matéria 10","Professor 6","2025-03-13","Médio","74.49","Aprovado"
1369,"Aluno 274","Matéria 7","Professor 4","2025-03-13","Fácil","93.94","Aprovado"
1370,"Aluno 274","Matéria 7","Professor 3","2025-03-13","Fácil","39.77","Reprovado"
1371,"Aluno 275","Matéria 2","Professor 3","2025-03-13","Difícil","84.91","Aprovado"
1372,"Aluno 275","Matéria 8","Professor 3","2025-03-13","Médio","82.00","Aprovado"
1373,"Aluno 275","Matéria 8","Professor 7","2025-03-13","Difícil","15.35","Reprovado"
1374,"Aluno 275","Matéria 8","Professor 6","2025-03-13","Médio","82.05","Aprovado"
1375,"Aluno 275","Matéria 3","Professor 9","2025-03-13","Difícil","77.23","Aprovado"
1376,"Aluno 276","Matéria 5","Professor 8","2025-03-13","Médio","62.86","Reprovado"
1377,"Aluno 276","Matéria 10","Professor 8","2025-03-13","Difícil","42.52","Reprovado"
1378,"Aluno 276","Matéria 8","Professor 2","2025-03-13","Médio","43.40","Reprovado"
1379,"Aluno 276","Matéria 6","Professor 4","2025-03-13","Médio","56.15","Reprovado"
1380,"Aluno 276","Matéria 8","Professor 10","2025-03-13","Médio","27.97","Reprovado"
1381,"Aluno 277","Matéria 4","Professor 2","2025-03-13","Difícil","27.77","Reprovado"
1382,"Aluno 277","Matéria 2","Professor 1","2025-03-13","Fácil","28.12","Reprovado"
1383,"Aluno 277","Matéria 6","Professor 6","2025-03-13","Difícil","31.15","Reprovado"
1384,"Aluno 277","Matéria 8","Professor 3","2025-03-13","Difícil","22.19","Reprovado"
1385,"Aluno 277","Matéria 10","Professor 2","2025-03-13","Médio","93.92","Aprovado"
1386,"Aluno 278","Matéria 8","Professor 10","2025-03-13","Fácil","98.64","Aprovado"
1387,"Aluno 278","Matéria 2","Professor 8","2025-03-13","Fácil","94.26","Aprovado"
1388,"Aluno 278","Matéria 5","Professor 6","2025-03-13","Médio","32.35","Reprovado"
1389,"Aluno 278","Matéria 4","Professor 2","2025-03-13","Fácil","72.66","Aprovado"
1390,"Aluno 278","Matéria 5","Professor 3","2025-03-13","Médio","87.56","Aprovado"
1391,"Aluno 279","Matéria 4","Professor 4","2025-03-13","Fácil","1.71","Reprovado"
1392,"Aluno 279","Matéria 2","Professor 9","2025-03-13","Fácil","66.18","Reprovado"
1393,"Aluno 279","Matéria 8","Professor 9","2025-03-13","Médio","21.91","Reprovado"
1394,"Aluno 279","Matéria 6","Professor 4","2025-03-13","Médio","92.56","Aprovado"
1395,"Aluno 279","Matéria 7","Professor 7","2025-03-13","Difícil","15.10","Reprovado"
1396,"Aluno 280","Matéria 1","Professor 5","2025-03-13","Fácil","67.28","Reprovado"
1397,"Aluno 280","Matéria 4","Professor 5","2025-03-13","Fácil","59.52","Reprovado"
1398,"Aluno 280","Matéria 8","Professor 7","2025-03-13","Fácil","74.32","Aprovado"
1399,"Aluno 280","Matéria 5","Professor 9","2025-03-13","Médio","83.14","Aprovado"
1400,"Aluno 280","Matéria 6","Professor 3","2025-03-13","Difícil","16.63","Reprovado"
1401,"Aluno 281","Matéria 3","Professor 2","2025-03-13","Difícil","86.90","Aprovado"
1402,"Aluno 281","Matéria 2","Professor 3","2025-03-13","Difícil","15.86","Reprovado"
1403,"Aluno 281","Matéria 1","Professor 3","2025-03-13","Médio","78.38","Aprovado"
1404,"Aluno 281","Matéria 8","Professor 3","2025-03-13","Fácil","54.34","Reprovado"
1405,"Aluno 281","Matéria 8","Professor 1","2025-03-13","Fácil","38.63","Reprovado"
1406,"Aluno 282","Matéria 2","Professor 2","2025-03-13","Difícil","39.42","Reprovado"
1407,"Aluno 282","Matéria 5","Professor 9","2025-03-13","Fácil","62.91","Reprovado"
1408,"Aluno 282","Matéria 3","Professor 2","2025-03-13","Difícil","87.63","Aprovado"
1409,"Aluno 282","Matéria 2","Professor 4","2025-03-13","Fácil","13.48","Reprovado"
1410,"Aluno 282","Matéria 5","Professor 5","2025-03-13","Fácil","60.92","Reprovado"
1411,"Aluno 283","Matéria 9","Professor 9","2025-03-13","Difícil","15.60","Reprovado"
1412,"Aluno 283","Matéria 8","Professor 8","2025-03-13","Fácil","64.87","Reprovado"
1413,"Aluno 283","Matéria 5","Professor 2","2025-03-13","Fácil","97.88","Aprovado"
1414,"Aluno 283","Matéria 3","Professor 10","2025-03-13","Fácil","65.84","Reprovado"
1415,"Aluno 283","Matéria 4","Professor 2","2025-03-13","Médio","30.77","Reprovado"
1416,"Aluno 284","Matéria 10","Professor 7","2025-03-13","Fácil","36.63","Reprovado"
1417,"Aluno 284","Matéria 5","Professor 9","2025-03-13","Difícil","66.11","Reprovado"
1418,"Aluno 284","Matéria 8","Professor 6","2025-03-13","Médio","33.39","Reprovado"
1419,"Aluno 284","Matéria 1","Professor 2","2025-03-13","Médio","33.56","Reprovado"
1420,"Aluno 284","Matéria 7","Professor 10","2025-03-13","Médio","93.19","Aprovado"
1421,"Aluno 285","Matéria 1","Professor 10","2025-03-13","Difícil","11.19","Reprovado"
1422,"Aluno 285","Matéria 7","Professor 5","2025-03-13","Difícil","37.22","Reprovado"
1423,"Aluno 285","Matéria 4","Professor 3","2025-03-13","Difícil","15.68","Reprovado"
1424,"Aluno 285","Matéria 10","Professor 5","2025-03-13","Difícil","45.77","Reprovado"
1425,"Aluno 285","Matéria 2","Professor 8","2025-03-13","Médio","58.23","Reprovado"
1426,"Aluno 286","Matéria 3","Professor 8","2025-03-13","Médio","73.65","Aprovado"
1427,"Aluno 286","Matéria 2","Professor 2","2025-03-13","Fácil","37.09","Reprovado"
1428,"Aluno 286","Matéria 5","Professor 7","2025-03-13","Médio","80.61","Aprovado"
1429,"Aluno 286","Matéria 9","Professor 8","2025-03-13","Médio","36.04","Reprovado"
1430,"Aluno 286","Matéria 9","Professor 3","2025-03-13","Médio","27.21","Reprovado"
1431,"Aluno 287","Matéria 2","Professor 3","2025-03-13","Médio","76.82","Aprovado"
1432,"Aluno 287","Matéria 10","Professor 2","2025-03-13","Fácil","59.37","Reprovado"
1433,"Aluno 287","Matéria 5","Professor 3","2025-03-13","Fácil","5.16","Reprovado"
1434,"Aluno 287","Matéria 8","Professor 1","2025-03-13","Médio","18.16","Reprovado"
1435,"Aluno 287","Matéria 1","Professor 8","2025-03-13","Médio","0.81","Reprovado"
1436,"Aluno 288","Matéria 10","Professor 7","2025-03-13","Médio","57.96","Reprovado"
1437,"Aluno 288","Matéria 5","Professor 6","2025-03-13","Fácil","44.62","Reprovado"
1438,"Aluno 288","Matéria 8","Professor 6","2025-03-13","Médio","9.70","Reprovado"
1439,"Aluno 288","Matéria 10","Professor 1","2025-03-13","Fácil","40.70","Reprovado"
1440,"Aluno 288","Matéria 1","Professor 9","2025-03-13","Médio","6.04","Reprovado"
1441,"Aluno 289","Matéria 7","Professor 10","2025-03-13","Médio","95.93","Aprovado"
1442,"Aluno 289","Matéria 3","Professor 8","2025-03-13","Difícil","15.64","Reprovado"
1443,"Aluno 289","Matéria 8","Professor 9","2025-03-13","Difícil","57.22","Reprovado"
1444,"Aluno 289","Matéria 3","Professor 3","2025-03-13","Fácil","48.24","Reprovado"
1445,"Aluno 289","Matéria 3","Professor 8","2025-03-13","Médio","12.98","Reprovado"
1446,"Aluno 290","Matéria 7","Professor 6","2025-03-13","Médio","40.69","Reprovado"
1447,"Aluno 290","Matéria 3","Professor 7","2025-03-13","Médio","77.49","Aprovado"
1448,"Aluno 290","Matéria 8","Professor 9","2025-03-13","Difícil","98.50","Aprovado"
1449,"Aluno 290","Matéria 10","Professor 8","2025-03-13","Fácil","55.40","Reprovado"
1450,"Aluno 290","Matéria 2","Professor 3","2025-03-13","Fácil","17.94","Reprovado"
1451,"Aluno 291","Matéria 10","Professor 10","2025-03-13","Fácil","47.29","Reprovado"
1452,"Aluno 291","Matéria 7","Professor 5","2025-03-13","Médio","27.30","Reprovado"
1453,"Aluno 291","Matéria 4","Professor 10","2025-03-13","Difícil","48.16","Reprovado"
1454,"Aluno 291","Matéria 2","Professor 9","2025-03-13","Difícil","80.02","Aprovado"
1455,"Aluno 291","Matéria 6","Professor 3","2025-03-13","Médio","87.48","Aprovado"
1456,"Aluno 292","Matéria 8","Professor 6","2025-03-13","Difícil","39.04","Reprovado"
